Po..Continuous.,k,Experiment,Replicate,Control,Flow Rate,Biofilm,Po..catagorical.,Stem.Density,Control,R.square.,ParticleType,Bin.Number,Particle.size
0.15116,0.00060976,9,1,1,6.1,1,Low,7209,1,0.51817,3,27,101
0.085838,0.00071117,9,1,1,6.1,1,Low,7209,1,0.48128,3,28,119
0.043926,0.000835,9,1,1,6.1,1,Low,7209,1,0.42953,3,29,140
0.021666,0.00098358,9,1,1,6.1,1,Low,7209,1,0.38169,3,30,165
0.012292,0.0011174,9,1,1,6.1,1,Low,7209,1,0.30163,3,31,195
0.011456,0.0012778,9,1,1,6.1,1,Low,7209,1,0.26946,3,32,230
0.086752,-2.47E-06,9,2,1,6.1,1,Low,7209,1,0.0012048,3,1,1.36
0.12471,5.72E-06,9,2,1,6.1,1,Low,7209,1,0.012192,3,2,1.6
0.2037,1.60E-05,9,2,1,6.1,1,Low,7209,1,0.17399,3,3,1.89
0.37004,2.60E-05,9,2,1,6.1,1,Low,7209,1,0.47083,3,4,2.23
0.60165,3.30E-05,9,2,1,6.1,1,Low,7209,1,0.59076,3,5,2.63
0.79051,3.33E-05,9,2,1,6.1,1,Low,7209,1,0.74761,3,6,3.11
0.81748,2.94E-05,9,2,1,6.1,1,Low,7209,1,0.79338,3,7,3.67
0.81326,2.69E-05,9,2,1,6.1,1,Low,7209,1,0.86713,3,8,4.35
0.75046,2.87E-05,9,2,1,6.1,1,Low,7209,1,0.9016,3,9,5.11
0.69617,4.10E-05,9,2,1,6.1,1,Low,7209,1,0.89481,3,10,6.03
0.69829,7.35E-05,9,2,1,6.1,1,Low,7209,1,0.92821,3,11,7.11
0.69437,0.00011653,9,2,1,6.1,1,Low,7209,1,0.94482,3,12,8.39
0.68342,0.00015448,9,2,1,6.1,1,Low,7209,1,0.94861,3,13,9.9
0.57771,0.00016716,9,2,1,6.1,1,Low,7209,1,0.94785,3,14,11.7
0.41891,0.00015686,9,2,1,6.1,1,Low,7209,1,0.9314,3,15,13.8
0.30827,0.00015827,9,2,1,6.1,1,Low,7209,1,0.90591,3,16,16.3
0.25992,0.00018473,9,2,1,6.1,1,Low,7209,1,0.89763,3,17,19.2
0.21813,0.00021102,9,2,1,6.1,1,Low,7209,1,0.86389,3,18,22.7
0.17295,0.00022942,9,2,1,6.1,1,Low,7209,1,0.80372,3,19,26.7
0.15306,0.00026875,9,2,1,6.1,1,Low,7209,1,0.74072,3,20,31.6
0.12477,0.00028843,9,2,1,6.1,1,Low,7209,1,0.64791,3,21,37.2
0.10677,0.00033087,9,2,1,6.1,1,Low,7209,1,0.55707,3,22,43.9
0.088107,0.00036039,9,2,1,6.1,1,Low,7209,1,0.45193,3,23,51.9
0.069097,0.00037177,9,2,1,6.1,1,Low,7209,1,0.32821,3,24,61.2
0.051819,0.00039336,9,2,1,6.1,1,Low,7209,1,0.26308,3,25,72.2
0.032099,0.00045604,9,2,1,6.1,1,Low,7209,1,0.24502,3,26,85.2
0.016793,0.00056367,9,2,1,6.1,1,Low,7209,1,0.21714,3,27,101
0.007603,0.00074489,9,2,1,6.1,1,Low,7209,1,0.18718,3,28,119
0.0028197,0.00083212,9,2,1,6.1,1,Low,7209,1,0.1007,3,29,140
0.0010238,0.00074112,9,2,1,6.1,1,Low,7209,1,0.029619,3,30,165
0.00043117,0.00024985,9,2,1,6.1,1,Low,7209,1,0.0013826,3,31,195
0.00032001,-0.00013002,9,2,1,6.1,1,Low,7209,1,0.00029143,3,32,230
0.10283,1.28E-05,9,3,1,6.1,1,Low,7209,1,0.030843,3,1,1.36
0.13952,1.78E-05,9,3,1,6.1,1,Low,7209,1,0.11237,3,2,1.6
0.21232,2.42E-05,9,3,1,6.1,1,Low,7209,1,0.35701,3,3,1.89
0.36198,3.07E-05,9,3,1,6.1,1,Low,7209,1,0.56756,3,4,2.23
0.56462,3.53E-05,9,3,1,6.1,1,Low,7209,1,0.6173,3,5,2.63
0.74355,3.54E-05,9,3,1,6.1,1,Low,7209,1,0.78233,3,6,3.11
0.78588,3.18E-05,9,3,1,6.1,1,Low,7209,1,0.81893,3,7,3.67
0.78675,2.78E-05,9,3,1,6.1,1,Low,7209,1,0.86521,3,8,4.35
0.72986,2.87E-05,9,3,1,6.1,1,Low,7209,1,0.88164,3,9,5.11
0.67819,4.27E-05,9,3,1,6.1,1,Low,7209,1,0.89671,3,10,6.03
0.66702,8.03E-05,9,3,1,6.1,1,Low,7209,1,0.94495,3,11,7.11
0.64971,0.00013308,9,3,1,6.1,1,Low,7209,1,0.96329,3,12,8.39
0.63401,0.0001835,9,3,1,6.1,1,Low,7209,1,0.96749,3,13,9.9
0.55118,0.00020792,9,3,1,6.1,1,Low,7209,1,0.96728,3,14,11.7
0.42401,0.00020688,9,3,1,6.1,1,Low,7209,1,0.9566,3,15,13.8
0.32582,0.00021778,9,3,1,6.1,1,Low,7209,1,0.94043,3,16,16.3
0.27667,0.00025552,9,3,1,6.1,1,Low,7209,1,0.93382,3,17,19.2
0.23494,0.00029379,9,3,1,6.1,1,Low,7209,1,0.9106,3,18,22.7
0.18999,0.00032146,9,3,1,6.1,1,Low,7209,1,0.8686,3,19,26.7
0.16677,0.00037006,9,3,1,6.1,1,Low,7209,1,0.8177,3,20,31.6
0.13692,0.00039156,9,3,1,6.1,1,Low,7209,1,0.73654,3,21,37.2
0.11335,0.00043092,9,3,1,6.1,1,Low,7209,1,0.64054,3,22,43.9
0.090348,0.00045482,9,3,1,6.1,1,Low,7209,1,0.52063,3,23,51.9
0.06894,0.00048461,9,3,1,6.1,1,Low,7209,1,0.42504,3,24,61.2
0.049726,0.00050751,9,3,1,6.1,1,Low,7209,1,0.35398,3,25,72.2
0.030579,0.0005764,9,3,1,6.1,1,Low,7209,1,0.31684,3,26,85.2
0.01562,0.00069394,9,3,1,6.1,1,Low,7209,1,0.29278,3,27,101
0.0062141,0.00076989,9,3,1,6.1,1,Low,7209,1,0.20377,3,28,119
0.002271,0.00089009,9,3,1,6.1,1,Low,7209,1,0.1373,3,29,140
0.00082587,0.00088504,9,3,1,6.1,1,Low,7209,1,0.030898,3,30,165
0.00020575,-8.55E-05,9,3,1,6.1,1,Low,7209,1,0.00013523,3,31,195
6.36E-05,-0.00079137,9,3,1,6.1,1,Low,7209,1,0.018896,3,32,230
0.3894,0.00015892,10,1,0,1.8,Control,High,0,0,0.71293,3,1,1.36
0.40426,0.0001236,10,1,0,1.8,Control,High,0,0,0.73092,3,2,1.6
0.44744,8.20E-05,10,1,0,1.8,Control,High,0,0,0.63192,3,3,1.89
0.58072,4.73E-05,10,1,0,1.8,Control,High,0,0,0.3713,3,4,2.23
0.75498,2.45E-05,10,1,0,1.8,Control,High,0,0,0.14388,3,5,2.63
0.97426,2.24E-05,10,1,0,1.8,Control,High,0,0,0.30995,3,6,3.11
1.027,1.93E-05,10,1,0,1.8,Control,High,0,0,0.4532,3,7,3.67
0.89482,-7.69E-06,10,1,0,1.8,Control,High,0,0,0.023877,3,8,4.35
0.78043,-2.94E-05,10,1,0,1.8,Control,High,0,0,0.14066,3,9,5.11
0.84168,-2.77E-05,10,1,0,1.8,Control,High,0,0,0.14789,3,10,6.03
1.2272,-8.75E-06,10,1,0,1.8,Control,High,0,0,0.081664,3,11,7.11
2.0523,2.09E-05,10,1,0,1.8,Control,High,0,0,0.64893,3,12,8.39
3.2919,4.73E-05,10,1,0,1.8,Control,High,0,0,0.77545,3,13,9.9
4.3305,8.96E-05,10,1,0,1.8,Control,High,0,0,0.88191,3,14,11.7
4.5527,0.0001675,10,1,0,1.8,Control,High,0,0,0.92504,3,15,13.8
4.0627,0.00026124,10,1,0,1.8,Control,High,0,0,0.94696,3,16,16.3
3.8367,0.00034711,10,1,0,1.8,Control,High,0,0,0.95213,3,17,19.2
3.7905,0.00042733,10,1,0,1.8,Control,High,0,0,0.94177,3,18,22.7
2.9177,0.00046983,10,1,0,1.8,Control,High,0,0,0.92252,3,19,26.7
2.554,0.00047372,10,1,0,1.8,Control,High,0,0,0.9037,3,20,31.6
1.9828,0.00045591,10,1,0,1.8,Control,High,0,0,0.9031,3,21,37.2
1.6522,0.00046352,10,1,0,1.8,Control,High,0,0,0.93195,3,22,43.9
1.3375,0.00045721,10,1,0,1.8,Control,High,0,0,0.92917,3,23,51.9
1.1627,0.00048779,10,1,0,1.8,Control,High,0,0,0.90151,3,24,61.2
1.0863,0.00051754,10,1,0,1.8,Control,High,0,0,0.8923,3,25,72.2
0.90682,0.00051816,10,1,0,1.8,Control,High,0,0,0.86765,3,26,85.2
0.72816,0.00054967,10,1,0,1.8,Control,High,0,0,0.83389,3,27,101
0.55659,0.00058119,10,1,0,1.8,Control,High,0,0,0.79427,3,28,119
0.36543,0.00061014,10,1,0,1.8,Control,High,0,0,0.77688,3,29,140
0.23574,0.00064806,10,1,0,1.8,Control,High,0,0,0.73842,3,30,165
0.17579,0.00067646,10,1,0,1.8,Control,High,0,0,0.71531,3,31,195
0.20822,0.00066813,10,1,0,1.8,Control,High,0,0,0.68982,3,32,230
0.378,0.00010114,10,2,0,1.8,Control,High,0,0,0.60585,3,1,1.36
0.40236,8.04E-05,10,2,0,1.8,Control,High,0,0,0.64662,3,2,1.6
0.45747,5.54E-05,10,2,0,1.8,Control,High,0,0,0.52649,3,3,1.89
0.59993,3.32E-05,10,2,0,1.8,Control,High,0,0,0.26192,3,4,2.23
0.7774,1.73E-05,10,2,0,1.8,Control,High,0,0,0.08778,3,5,2.63
0.97045,1.14E-05,10,2,0,1.8,Control,High,0,0,0.12341,3,6,3.11
0.98277,1.99E-06,10,2,0,1.8,Control,High,0,0,0.01258,3,7,3.67
0.83504,-2.49E-05,10,2,0,1.8,Control,High,0,0,0.22393,3,8,4.35
0.73086,-4.47E-05,10,2,0,1.8,Control,High,0,0,0.29541,3,9,5.11
0.81496,-4.02E-05,10,2,0,1.8,Control,High,0,0,0.28909,3,10,6.03
1.2615,-1.21E-05,10,2,0,1.8,Control,High,0,0,0.1796,3,11,7.11
2.1857,2.92E-05,10,2,0,1.8,Control,High,0,0,0.66996,3,12,8.39
3.4114,6.91E-05,10,2,0,1.8,Control,High,0,0,0.77149,3,13,9.9
4.0823,0.00011801,10,2,0,1.8,Control,High,0,0,0.8545,3,14,11.7
3.7065,0.00018442,10,2,0,1.8,Control,High,0,0,0.89255,3,15,13.8
2.7466,0.000245,10,2,0,1.8,Control,High,0,0,0.9125,3,16,16.3
2.1461,0.00028281,10,2,0,1.8,Control,High,0,0,0.91788,3,17,19.2
1.8012,0.00031214,10,2,0,1.8,Control,High,0,0,0.91588,3,18,22.7
1.2913,0.00032242,10,2,0,1.8,Control,High,0,0,0.92532,3,19,26.7
1.1226,0.00032011,10,2,0,1.8,Control,High,0,0,0.93164,3,20,31.6
0.89875,0.00030978,10,2,0,1.8,Control,High,0,0,0.92561,3,21,37.2
0.73541,0.00034432,10,2,0,1.8,Control,High,0,0,0.9087,3,22,43.9
0.60078,0.00035423,10,2,0,1.8,Control,High,0,0,0.89145,3,23,51.9
0.48615,0.00034366,10,2,0,1.8,Control,High,0,0,0.85392,3,24,61.2
0.43113,0.00036434,10,2,0,1.8,Control,High,0,0,0.81077,3,25,72.2
0.35969,0.00037172,10,2,0,1.8,Control,High,0,0,0.74292,3,26,85.2
0.26954,0.00038912,10,2,0,1.8,Control,High,0,0,0.70244,3,27,101
0.19118,0.00040986,10,2,0,1.8,Control,High,0,0,0.66073,3,28,119
0.11832,0.00043522,10,2,0,1.8,Control,High,0,0,0.60645,3,29,140
0.069211,0.00046463,10,2,0,1.8,Control,High,0,0,0.59677,3,30,165
0.048908,0.00050154,10,2,0,1.8,Control,High,0,0,0.59413,3,31,195
0.059443,0.0005242,10,2,0,1.8,Control,High,0,0,0.64332,3,32,230
0.48125,5.92E-05,11,1,0,4.5,Control,High,0,0,0.34969,3,1,1.36
0.48538,4.63E-05,11,1,0,4.5,Control,High,0,0,0.39294,3,2,1.6
0.51508,3.09E-05,11,1,0,4.5,Control,High,0,0,0.28324,3,3,1.89
0.62368,1.76E-05,11,1,0,4.5,Control,High,0,0,0.10492,3,4,2.23
0.75456,8.21E-06,11,1,0,4.5,Control,High,0,0,0.02416,3,5,2.63
0.8904,5.51E-06,11,1,0,4.5,Control,High,0,0,0.029022,3,6,3.11
0.85005,3.47E-07,11,1,0,4.5,Control,High,0,0,0.00011131,3,7,3.67
0.66136,-1.65E-05,11,1,0,4.5,Control,High,0,0,0.074356,3,8,4.35
0.55936,-3.05E-05,11,1,0,4.5,Control,High,0,0,0.1435,3,9,5.11
0.65618,-3.18E-05,11,1,0,4.5,Control,High,0,0,0.19995,3,10,6.03
1.1235,-2.19E-05,11,1,0,4.5,Control,High,0,0,0.40246,3,11,7.11
2.1125,-1.75E-06,11,1,0,4.5,Control,High,0,0,0.013983,3,12,8.39
3.3327,2.76E-05,11,1,0,4.5,Control,High,0,0,0.5022,3,13,9.9
4.0062,7.72E-05,11,1,0,4.5,Control,High,0,0,0.80344,3,14,11.7
3.873,0.00015153,11,1,0,4.5,Control,High,0,0,0.87512,3,15,13.8
3.1312,0.0002345,11,1,0,4.5,Control,High,0,0,0.90293,3,16,16.3
2.6391,0.00030344,11,1,0,4.5,Control,High,0,0,0.91656,3,17,19.2
2.3582,0.00035487,11,1,0,4.5,Control,High,0,0,0.92729,3,18,22.7
1.736,0.00036281,11,1,0,4.5,Control,High,0,0,0.94416,3,19,26.7
1.5316,0.00035369,11,1,0,4.5,Control,High,0,0,0.95357,3,20,31.6
1.2881,0.00034804,11,1,0,4.5,Control,High,0,0,0.95187,3,21,37.2
1.1447,0.00039461,11,1,0,4.5,Control,High,0,0,0.94497,3,22,43.9
0.97562,0.00040153,11,1,0,4.5,Control,High,0,0,0.93478,3,23,51.9
0.82743,0.00039497,11,1,0,4.5,Control,High,0,0,0.91268,3,24,61.2
0.77351,0.00041148,11,1,0,4.5,Control,High,0,0,0.88526,3,25,72.2
0.66919,0.00041208,11,1,0,4.5,Control,High,0,0,0.83643,3,26,85.2
0.52602,0.00042198,11,1,0,4.5,Control,High,0,0,0.76492,3,27,101
0.39379,0.00044036,11,1,0,4.5,Control,High,0,0,0.70064,3,28,119
0.25148,0.00045598,11,1,0,4.5,Control,High,0,0,0.64476,3,29,140
0.15532,0.0004815,11,1,0,4.5,Control,High,0,0,0.58053,3,30,165
0.11045,0.0005062,11,1,0,4.5,Control,High,0,0,0.56362,3,31,195
0.12832,0.00051906,11,1,0,4.5,Control,High,0,0,0.58767,3,32,230
0.48733,6.44E-05,11,2,0,4.5,Control,High,0,0,0.39818,3,1,1.36
0.49347,5.13E-05,11,2,0,4.5,Control,High,0,0,0.45505,3,2,1.6
0.52517,3.52E-05,11,2,0,4.5,Control,High,0,0,0.35091,3,3,1.89
0.63292,1.88E-05,11,2,0,4.5,Control,High,0,0,0.12513,3,4,2.23
0.75969,5.53E-06,11,2,0,4.5,Control,High,0,0,0.01201,3,5,2.63
0.88345,-4.01E-06,11,2,0,4.5,Control,High,0,0,0.018375,3,6,3.11
0.83647,-1.64E-05,11,2,0,4.5,Control,High,0,0,0.19951,3,7,3.67
0.65512,-3.99E-05,11,2,0,4.5,Control,High,0,0,0.30793,3,8,4.35
0.56768,-5.40E-05,11,2,0,4.5,Control,High,0,0,0.33816,3,9,5.11
0.68814,-4.57E-05,11,2,0,4.5,Control,High,0,0,0.34049,3,10,6.03
1.2143,-1.52E-05,11,2,0,4.5,Control,High,0,0,0.28978,3,11,7.11
2.2797,2.66E-05,11,2,0,4.5,Control,High,0,0,0.65509,3,12,8.39
3.412,7.03E-05,11,2,0,4.5,Control,High,0,0,0.74524,3,13,9.9
3.6619,0.00012149,11,2,0,4.5,Control,High,0,0,0.81341,3,14,11.7
2.9774,0.00017676,11,2,0,4.5,Control,High,0,0,0.84706,3,15,13.8
1.959,0.00021396,11,2,0,4.5,Control,High,0,0,0.87537,3,16,16.3
1.3747,0.00022411,11,2,0,4.5,Control,High,0,0,0.89168,3,17,19.2
1.0745,0.00023196,11,2,0,4.5,Control,High,0,0,0.89153,3,18,22.7
0.78455,0.00024845,11,2,0,4.5,Control,High,0,0,0.90198,3,19,26.7
0.71943,0.00027255,11,2,0,4.5,Control,High,0,0,0.91246,3,20,31.6
0.62051,0.00028241,11,2,0,4.5,Control,High,0,0,0.91171,3,21,37.2
0.49121,0.00029657,11,2,0,4.5,Control,High,0,0,0.88935,3,22,43.9
0.41401,0.0003131,11,2,0,4.5,Control,High,0,0,0.86609,3,23,51.9
0.35686,0.00031751,11,2,0,4.5,Control,High,0,0,0.82626,3,24,61.2
0.32103,0.00033101,11,2,0,4.5,Control,High,0,0,0.77007,3,25,72.2
0.27881,0.0003427,11,2,0,4.5,Control,High,0,0,0.69212,3,26,85.2
0.21684,0.00036238,11,2,0,4.5,Control,High,0,0,0.59068,3,27,101
0.15492,0.00038254,11,2,0,4.5,Control,High,0,0,0.52753,3,28,119
0.093576,0.00039694,11,2,0,4.5,Control,High,0,0,0.46128,3,29,140
0.053758,0.00044359,11,2,0,4.5,Control,High,0,0,0.48217,3,30,165
0.036451,0.00049314,11,2,0,4.5,Control,High,0,0,0.49408,3,31,195
0.042412,0.00052309,11,2,0,4.5,Control,High,0,0,0.51832,3,32,230
0.61353,5.04E-05,12,1,0,6.1,Control,High,0,0,0.28552,3,1,1.36
0.59121,4.00E-05,12,1,0,6.1,Control,High,0,0,0.34691,3,2,1.6
0.59062,2.69E-05,12,1,0,6.1,Control,High,0,0,0.30183,3,3,1.89
0.66777,1.29E-05,12,1,0,6.1,Control,High,0,0,0.095796,3,4,2.23
0.76463,1.71E-06,12,1,0,6.1,Control,High,0,0,0.0015333,3,5,2.63
0.87615,-5.32E-06,12,1,0,6.1,Control,High,0,0,0.020222,3,6,3.11
0.83164,-1.22E-05,12,1,0,6.1,Control,High,0,0,0.06409,3,7,3.67
0.64888,-2.46E-05,12,1,0,6.1,Control,High,0,0,0.13755,3,8,4.35
0.57624,-2.97E-05,12,1,0,6.1,Control,High,0,0,0.18708,3,9,5.11
0.73168,-2.14E-05,12,1,0,6.1,Control,High,0,0,0.19125,3,10,6.03
1.3312,-2.96E-06,12,1,0,6.1,Control,High,0,0,0.040699,3,11,7.11
2.508,2.29E-05,12,1,0,6.1,Control,High,0,0,0.63984,3,12,8.39
3.6733,5.68E-05,12,1,0,6.1,Control,High,0,0,0.73878,3,13,9.9
3.8611,0.00010245,12,1,0,6.1,Control,High,0,0,0.80403,3,14,11.7
3.0862,0.0001511,12,1,0,6.1,Control,High,0,0,0.84373,3,15,13.8
1.9962,0.00018545,12,1,0,6.1,Control,High,0,0,0.87336,3,16,16.3
1.391,0.00019816,12,1,0,6.1,Control,High,0,0,0.88884,3,17,19.2
1.084,0.00020608,12,1,0,6.1,Control,High,0,0,0.89228,3,18,22.7
0.80658,0.00021822,12,1,0,6.1,Control,High,0,0,0.90221,3,19,26.7
0.75664,0.00023722,12,1,0,6.1,Control,High,0,0,0.91022,3,20,31.6
0.67464,0.00024391,12,1,0,6.1,Control,High,0,0,0.90679,3,21,37.2
0.54739,0.00024713,12,1,0,6.1,Control,High,0,0,0.88026,3,22,43.9
0.47618,0.00025282,12,1,0,6.1,Control,High,0,0,0.84584,3,23,51.9
0.42692,0.00024861,12,1,0,6.1,Control,High,0,0,0.78256,3,24,61.2
0.39827,0.00024873,12,1,0,6.1,Control,High,0,0,0.68872,3,25,72.2
0.36113,0.0002502,12,1,0,6.1,Control,High,0,0,0.56383,3,26,85.2
0.29174,0.00025428,12,1,0,6.1,Control,High,0,0,0.4527,3,27,101
0.2249,0.00027317,12,1,0,6.1,Control,High,0,0,0.38601,3,28,119
0.14677,0.00027951,12,1,0,6.1,Control,High,0,0,0.30622,3,29,140
0.090721,0.00031425,12,1,0,6.1,Control,High,0,0,0.3069,3,30,165
0.063338,0.00033886,12,1,0,6.1,Control,High,0,0,0.3063,3,31,195
0.073915,0.00036838,12,1,0,6.1,Control,High,0,0,0.33025,3,32,230
0.5795,4.49E-05,12,2,0,6.1,Control,High,0,0,0.24318,3,1,1.36
0.56614,3.75E-05,12,2,0,6.1,Control,High,0,0,0.31839,3,2,1.6
0.57508,2.76E-05,12,2,0,6.1,Control,High,0,0,0.29697,3,3,1.89
0.66063,1.56E-05,12,2,0,6.1,Control,High,0,0,0.11729,3,4,2.23
0.76554,4.84E-06,12,2,0,6.1,Control,High,0,0,0.011165,3,5,2.63
0.8828,-4.84E-06,12,2,0,6.1,Control,High,0,0,0.020344,3,6,3.11
0.84538,-1.57E-05,12,2,0,6.1,Control,High,0,0,0.12783,3,7,3.67
0.67318,-3.18E-05,12,2,0,6.1,Control,High,0,0,0.21808,3,8,4.35
0.60622,-3.90E-05,12,2,0,6.1,Control,High,0,0,0.25298,3,9,5.11
0.76523,-2.89E-05,12,2,0,6.1,Control,High,0,0,0.23978,3,10,6.03
1.3554,-3.36E-06,12,2,0,6.1,Control,High,0,0,0.040043,3,11,7.11
2.428,2.93E-05,12,2,0,6.1,Control,High,0,0,0.64759,3,12,8.39
3.2888,6.44E-05,12,2,0,6.1,Control,High,0,0,0.68132,3,13,9.9
3.1172,0.00010566,12,2,0,6.1,Control,High,0,0,0.72634,3,14,11.7
2.246,0.00014421,12,2,0,6.1,Control,High,0,0,0.76064,3,15,13.8
1.3587,0.00015991,12,2,0,6.1,Control,High,0,0,0.80304,3,16,16.3
0.93154,0.00015052,12,2,0,6.1,Control,High,0,0,0.85131,3,17,19.2
0.72322,0.00013931,12,2,0,6.1,Control,High,0,0,0.87587,3,18,22.7
0.53161,0.00014436,12,2,0,6.1,Control,High,0,0,0.86855,3,19,26.7
0.48451,0.00016354,12,2,0,6.1,Control,High,0,0,0.84312,3,20,31.6
0.43003,0.00017061,12,2,0,6.1,Control,High,0,0,0.80735,3,21,37.2
0.34698,0.00016162,12,2,0,6.1,Control,High,0,0,0.74776,3,22,43.9
0.29721,0.00016774,12,2,0,6.1,Control,High,0,0,0.67247,3,23,51.9
0.26702,0.00016639,12,2,0,6.1,Control,High,0,0,0.56443,3,24,61.2
0.2461,0.00016541,12,2,0,6.1,Control,High,0,0,0.45038,3,25,72.2
0.21972,0.00016925,12,2,0,6.1,Control,High,0,0,0.34075,3,26,85.2
0.17481,0.00018023,12,2,0,6.1,Control,High,0,0,0.26774,3,27,101
0.12934,0.00019976,12,2,0,6.1,Control,High,0,0,0.23943,3,28,119
0.081802,0.00021534,12,2,0,6.1,Control,High,0,0,0.19729,3,29,140
0.045977,0.00022766,12,2,0,6.1,Control,High,0,0,0.18441,3,30,165
0.030649,0.00026526,12,2,0,6.1,Control,High,0,0,0.20559,3,31,195
0.034181,0.00029982,12,2,0,6.1,Control,High,0,0,0.24637,3,32,230
0.60931,0.00011238,13,1,1,1.8,0,High,7209,1,0.67316,3,1,1.36
0.5761,9.24E-05,13,1,1,1.8,0,High,7209,1,0.76575,3,2,1.6
0.56107,6.73E-05,13,1,1,1.8,0,High,7209,1,0.73249,3,3,1.89
0.61702,3.97E-05,13,1,1,1.8,0,High,7209,1,0.44839,3,4,2.23
0.69279,1.67E-05,13,1,1,1.8,0,High,7209,1,0.1149,3,5,2.63
0.79359,-1.26E-06,13,1,1,1.8,0,High,7209,1,0.0018546,3,6,3.11
0.76605,-2.21E-05,13,1,1,1.8,0,High,7209,1,0.29251,3,7,3.67
0.60732,-5.80E-05,13,1,1,1.8,0,High,7209,1,0.53018,3,8,4.35
0.54245,-7.78E-05,13,1,1,1.8,0,High,7209,1,0.57612,3,9,5.11
0.68854,-6.05E-05,13,1,1,1.8,0,High,7209,1,0.55886,3,10,6.03
1.246,-5.89E-06,13,1,1,1.8,0,High,7209,1,0.092364,3,11,7.11
2.3365,6.80E-05,13,1,1,1.8,0,High,7209,1,0.90811,3,12,8.39
3.4047,0.00014651,13,1,1,1.8,0,High,7209,1,0.93191,3,13,9.9
3.5776,0.00023695,13,1,1,1.8,0,High,7209,1,0.95034,3,14,11.7
2.9296,0.00033024,13,1,1,1.8,0,High,7209,1,0.95761,3,15,13.8
1.9907,0.0003862,13,1,1,1.8,0,High,7209,1,0.96681,3,16,16.3
1.4772,0.00039131,13,1,1,1.8,0,High,7209,1,0.96984,3,17,19.2
1.232,0.00039478,13,1,1,1.8,0,High,7209,1,0.96472,3,18,22.7
0.97222,0.00042787,13,1,1,1.8,0,High,7209,1,0.96161,3,19,26.7
0.96869,0.0004906,13,1,1,1.8,0,High,7209,1,0.96372,3,20,31.6
0.9182,0.00052612,13,1,1,1.8,0,High,7209,1,0.96474,3,21,37.2
0.78149,0.00054027,13,1,1,1.8,0,High,7209,1,0.95601,3,22,43.9
0.70784,0.00057672,13,1,1,1.8,0,High,7209,1,0.94879,3,23,51.9
0.66121,0.00059436,13,1,1,1.8,0,High,7209,1,0.93571,3,24,61.2
0.62239,0.00061019,13,1,1,1.8,0,High,7209,1,0.91377,3,25,72.2
0.56241,0.00063007,13,1,1,1.8,0,High,7209,1,0.87956,3,26,85.2
0.44321,0.00066007,13,1,1,1.8,0,High,7209,1,0.84684,3,27,101
0.32304,0.00069604,13,1,1,1.8,0,High,7209,1,0.81095,3,28,119
0.20482,0.00073859,13,1,1,1.8,0,High,7209,1,0.75815,3,29,140
0.12284,0.00081695,13,1,1,1.8,0,High,7209,1,0.74783,3,30,165
0.084063,0.00090742,13,1,1,1.8,0,High,7209,1,0.76946,3,31,195
0.092053,0.00095539,13,1,1,1.8,0,High,7209,1,0.78254,3,32,230
0.57371,0.00010653,13,2,1,1.8,0,High,7209,1,0.68364,3,1,1.36
0.55475,9.07E-05,13,2,1,1.8,0,High,7209,1,0.78458,3,2,1.6
0.55505,7.05E-05,13,2,1,1.8,0,High,7209,1,0.78558,3,3,1.89
0.62464,4.62E-05,13,2,1,1.8,0,High,7209,1,0.57706,3,4,2.23
0.71222,2.46E-05,13,2,1,1.8,0,High,7209,1,0.26089,3,5,2.63
0.81614,3.45E-06,13,2,1,1.8,0,High,7209,1,0.019493,3,6,3.11
0.78622,-2.23E-05,13,2,1,1.8,0,High,7209,1,0.39713,3,7,3.67
0.62994,-6.14E-05,13,2,1,1.8,0,High,7209,1,0.64295,3,8,4.35
0.56754,-8.16E-05,13,2,1,1.8,0,High,7209,1,0.67214,3,9,5.11
0.71863,-6.09E-05,13,2,1,1.8,0,High,7209,1,0.63397,3,10,6.03
1.2774,1.43E-06,13,2,1,1.8,0,High,7209,1,0.0046819,3,11,7.11
2.2983,8.23E-05,13,2,1,1.8,0,High,7209,1,0.89752,3,12,8.39
3.1371,0.00016233,13,2,1,1.8,0,High,7209,1,0.93585,3,13,9.9
3.0373,0.00025072,13,2,1,1.8,0,High,7209,1,0.95021,3,14,11.7
2.311,0.00034379,13,2,1,1.8,0,High,7209,1,0.95341,3,15,13.8
1.5089,0.0003985,13,2,1,1.8,0,High,7209,1,0.96063,3,16,16.3
1.1232,0.00040105,13,2,1,1.8,0,High,7209,1,0.96658,3,17,19.2
0.94462,0.00040503,13,2,1,1.8,0,High,7209,1,0.96438,3,18,22.7
0.7289,0.00043724,13,2,1,1.8,0,High,7209,1,0.96539,3,19,26.7
0.6956,0.00050819,13,2,1,1.8,0,High,7209,1,0.96115,3,20,31.6
0.64023,0.00055318,13,2,1,1.8,0,High,7209,1,0.95565,3,21,37.2
0.52854,0.00056384,13,2,1,1.8,0,High,7209,1,0.94465,3,22,43.9
0.45489,0.00060341,13,2,1,1.8,0,High,7209,1,0.92796,3,23,51.9
0.40535,0.00062001,13,2,1,1.8,0,High,7209,1,0.90241,3,24,61.2
0.36669,0.00063206,13,2,1,1.8,0,High,7209,1,0.85666,3,25,72.2
0.31593,0.0006467,13,2,1,1.8,0,High,7209,1,0.80466,3,26,85.2
0.24013,0.00068257,13,2,1,1.8,0,High,7209,1,0.77318,3,27,101
